0.152597 -0.0453758
0.315172 -0.274939
0.500652 -0.318907
0.734125 -0.624685
0.889641 -0.779704
1.08815 -0.877704
1.33502 -1.09151
1.46866 -1.24674
1.5985 -1.49443
1.72646 -1.66554
1.84926 -1.91872
1.79062 -2.2576
1.76455 -2.46712
1.63714 -2.79142
1.41135 -2.88802
1.20391 -3.01163
0.827587 -2.96897
0.607371 -3.02044
0.2442 -2.9929
-0.00227394 -3.04725
-0.418682 -2.94631
-0.416321 -2.96048
-0.776429 -3.00855
-1.01226 -2.86896
-1.31455 -2.81504
-1.57139 -2.79644
-1.72026 -2.61285
-1.836 -2.42318
-1.89828 -2.09118
-1.83307 -1.81964
-1.68196 -1.64759
-1.58828 -1.37816
-1.48438 -1.20516
-1.19121 -1.01419
-1.00433 -0.832993
-0.798067 -0.631457
-0.56777 -0.534692
-0.432414 -0.395008
-0.212105 -0.144508
-0.00156305 -0.110491
0.101962 0.136567
0.288996 0.201852
0.623092 0.436154
0.71337 0.578156
0.758169 0.730695
1.10648 1.02171
1.22958 1.07064
1.40087 1.2937
1.42077 2.78716
0.906604 2.7913
0.662729 2.83719
0.449612 2.88305
0.121036 2.91591
-0.260758 2.88918
-0.37509 2.96312
-1.56435 2.63406
-1.6987 2.47442
-1.78356 2.16994
-1.85282 2.12342
-1.84725 1.86347
-1.68746 1.53811
-1.50234 1.37306
-1.48585 1.29766
-1.38924 1.19711
-1.14917 0.951717
-0.977148 0.87133
-0.822534 0.66821
-0.640395 0.517132
-0.501116 0.446445
-0.337567 0.263237
-0.259491 0.210635
-0.0990046 -0.0339713
0.165248 -0.0113152
0.272978 -0.259261
0.525463 -0.371117
0.644671 -0.506104
0.808979 -0.630969
0.931867 -0.859015
1.64778 -1.5644
1.59032 -1.46709
2.08813 -2.13062
1.73052 -2.04145
1.88041 -2.5318
1.54773 -2.54432
1.27226 -2.57376
1.22048 -2.81955
1.0119 -3.03935
0.821945 -3.04605
0.477177 -2.97715
0.295049 -3.00696
0.0639413 -2.97239
-0.270331 -2.9891
-0.35629 -2.94495
-0.62369 -2.95934
-0.909481 -2.98306
-1.0446 -2.84214
-1.41752 -2.83006
-1.46483 -2.81646
-1.64019 -2.04275
-1.8847 -1.73156
-1.63074 -1.68371
-1.42537 -1.31245
-1.04307 -0.922115
-0.967438 -0.792451
-0.775652 -0.513307
-0.580486 -0.311487
-0.480214 -0.376836
-0.329215 -0.299447
-0.0607182 -0.136684
0.0914095 -0.0441358
0.241965 0.196953
0.481559 0.201915
0.626433 0.487919
0.734821 0.620777
1.01297 0.758663
0.987805 0.847913
1.22785 0.94847
1.41531 1.30955
1.89339 1.60447
1.71513 1.50182
1.7234 2.18441
1.65234 2.48691
1.59458 2.62431
1.36606 2.7632
1.10683 2.85997
0.913941 2.91047
0.59367 2.93696
0.359686 2.96422
0.10194 2.95954
-0.00197015 2.898
-0.385937 3.01887
-0.497857 2.92245
-0.75154 2.95279
-1.01158 2.85876
-1.07556 2.67338
-1.46039 2.67321
-1.62724 2.51705
-1.78138 2.42393
-1.9385 2.14976
-1.88377 1.80951
-1.73384 1.68272
-1.49405 1.41521
-1.39566 1.27899
-1.27172 1.18603
-1.19915 0.954875
-0.987318 0.831394
-0.820575 0.73585
-0.699726 0.635593
-0.469623 0.432407
-0.295473 0.186662
-0.0707428 0.0370068
0.00649187 -0.0433684
0.181134 -0.161626
0.413602 -0.299315
0.649788 -0.411804
0.76428 -0.59532
1.03422 -0.811381
1.09633 -0.939776
1.2489 -1.12934
1.5122 -1.36443
1.61147 -1.41158
1.68791 -1.54551
1.82194 -1.90731
1.84656 -2.12974
0.780871 -2.80014
0.834379 -2.98999
0.494276 -2.88018
0.287022 -3.06141
0.039736 -2.95362
-0.277316 -3.01136
-0.632258 -3.10629
-0.796016 -2.97651
-0.966768 -2.83904
-1.24828 -2.75641
-1.58585 -2.71983
-1.60971 -2.54583
-1.79938 -2.59582
-1.81385 -2.30704
-1.79565 -2.05685
-1.8172 -1.72808
-1.58693 -1.4755
-1.50323 -1.41501
-1.43498 -1.29629
-1.19848 -0.865376
-0.983013 -0.752745
-0.753958 -0.540893
-0.496264 -0.589226
-0.355371 -0.356555
-0.17765 -0.193295
-0.0274331 -0.0653028
0.140231 0.0722824
0.339259 0.278169
0.608954 0.358651
0.609456 0.632179
0.80718 0.672664
1.17628 0.862893
1.22922 0.997897
1.44065 1.20453
1.57819 1.35858
1.75014 1.67659
1.99487 1.84258
1.97308 1.93892
1.71588 2.15383
1.88503 2.48568
1.48691 2.53826
1.36567 2.52721
1.00804 2.6309
1.06017 3.01289
0.59415 2.90412
0.534518 3.0507
0.190728 2.86713
-0.219174 2.9476
-0.46193 2.94014
-0.490809 3.01329
-0.821541 2.81317
-1.00392 2.97289
-1.24723 2.79037
-1.3961 2.69196
-1.43077 2.63146
-1.80541 2.60368
-1.80856 2.26127
-1.8505 2.03625
-1.56606 1.5798
-1.45685 1.41291
-1.37771 1.23909
-1.42715 1.18443
-1.18934 1.04183
-0.909419 0.833531
-0.736526 0.654938
-0.573421 0.546319
-0.347831 0.284528
-0.255825 0.143407
-0.0162231 -0.0282419
0.136298 -0.0923169
0.306939 -0.177695
0.52259 -0.366121
0.70625 -0.550502
0.788204 -0.626338
1.17328 -0.843593
1.20226 -0.981337
1.36433 -1.16561
1.48529 -1.26986
1.62132 -1.48081
1.81347 -1.85063
1.90327 -1.96359
1.85364 -2.30817
1.70861 -2.51867
